time,frequency,value
3.50390625,36,-61.208196074505665
0.00390625,38,-62.565208598672996
0.25390625,38,-63.880070545183116
0.50390625,38,-65.15827668745503
0.75390625,38,-66.4047831143065
1.00390625,38,-67.62411326980009
1.25390625,38,-68.82044615887796
1.50390625,38,-69.99769126348001
1.75390625,38,-71.15955361227263
2.00390625,38,-72.30959177783748
2.25390625,38,-73.45127100547282
2.50390625,38,-74.58801339440735
2.75390625,38,-75.72324683666889
3.00390625,38,-76.86045426181192
3.25390625,38,-78.00322485906985
3.50390625,38,-79.15530880827052
0.00390625,40,-80.32067739738119
0.25390625,40,-81.50359048033289
0.50390625,40,-82.70867351822771
0.75390625,40,-83.94100673935375
1.00390625,40,-85.20622923843467
1.25390625,40,-86.51066060616154
1.50390625,40,-87.86144243681477
1.75390625,40,-89.26669968814932
2.00390625,40,-90.73571687483948
2.25390625,40,-92.27911231613193
2.50390625,40,-93.90896700704387
2.75390625,40,-95.63880656108904
3.00390625,40,-97.48320782062169
3.25390625,40,-99.45652286488664
3.50390625,40,-101.56960624157813
0.00390625,42,-103.82215319344954
0.25390625,42,-106.18582623823029
0.50390625,42,-108.5702004383165
0.75390625,42,-110.76656574562092
1.00390625,42,-112.40092544703364
1.25390625,42,-34.01935460033141
1.50390625,42,-31.1232085060962
1.75390625,42,-25.61232258021395
2.00390625,42,-18.98619630631855
2.25390625,42,-10.578243643904667
2.50390625,42,0.5366265762095584
2.75390625,42,14.005952158828045
3.00390625,42,26.36937356278915
3.25390625,42,29.47591641828872
3.50390625,42,22.276724974505797
0.00390625,44,9.268714242016571
0.25390625,44,-3.6719871604688015
0.50390625,44,-14.087180346703654
0.75390625,44,-22.047906514178223
1.00390625,44,-28.30652617685185
1.25390625,44,-33.428491392211825
1.50390625,44,-37.76034055094695
1.75390625,44,-41.517157122023775
2.00390625,44,-44.83931507065405
2.25390625,44,-47.82307378375983
2.50390625,44,-50.53730175229873
2.75390625,44,-53.033063191258314
3.00390625,44,-55.349391668453464
3.25390625,44,-57.5169262332269
3.50390625,44,-59.56029336516974
0.00390625,46,-61.49972267549816
0.25390625,46,-63.352177665802934
0.50390625,46,-65.13216992667488
0.75390625,46,-66.85236072412005
1.00390625,46,-68.52401542181349
1.25390625,46,-70.15735190072513
1.50390625,46,-71.76180708104786
1.75390625,46,-73.34623153874054
2.00390625,46,-74.91900709228932
2.25390625,46,-76.48806102293177
2.50390625,46,-78.06071637350064
2.75390625,46,-79.64325727994344
3.00390625,46,-81.23998160033108
3.25390625,46,-82.85133158119315
3.50390625,46,-84.47042663776423
0.00390625,48,-86.07708840518856
0.25390625,48,-87.62886006856284
0.50390625,48,-89.05138777408551
0.75390625,48,-90.23832164091917
1.00390625,48,-91.07881363590222
1.25390625,48,-91.51439695197863
1.50390625,48,-91.57942772385854
1.75390625,48,-91.37799918634815
2.00390625,48,-91.02528892027851
2.25390625,48,-90.60930010452195
2.50390625,48,-90.18444598587328
2.75390625,48,-89.7798508654297
3.00390625,48,-89.40906957641509
3.25390625,48,-89.07704017440098
3.50390625,48,-88.78427426672202
0.00390625,50,-88.52919180929396
0.25390625,50,-88.30936831251654
0.50390625,50,-88.1221799164946
0.75390625,50,-87.96512540610976
1.00390625,50,-87.83597733383624
1.25390625,50,-87.73284509275194
1.50390625,50,-87.65419423858118
1.75390625,50,-87.5988454290033
2.00390625,50,-87.56596605760068
2.25390625,50,-71.99981436031449
2.50390625,50,-44.473193632715784
2.75390625,50,-36.62318127299181
3.00390625,50,-29.9050082799489
3.25390625,50,-22.575764196722204
3.50390625,50,-13.668842198581231
0.00390625,52,-2.32948240765774
0.25390625,52,11.303037922239966
0.50390625,52,24.29587305897773
0.75390625,52,29.66922517057317
1.00390625,52,24.74812733637865
1.25390625,52,11.815049910540223
1.50390625,52,-1.8676377169806373
1.75390625,52,-13.214944454696347
2.00390625,52,-21.95760541068949
2.25390625,52,-28.792898437510686
2.50390625,52,-34.29672582071058
2.75390625,52,-38.82313680611104
3.00390625,52,-42.59462016712752
3.25390625,52,-45.7653700403887
3.50390625,52,-48.45298945183992
0.00390625,54,-50.75239791324087
0.25390625,54,-52.741358715365436
0.50390625,54,-54.48296705306784
0.75390625,54,-56.02753713068601
1.00390625,54,-57.41458450345515
1.25390625,54,-58.674856166623485
1.50390625,54,-59.83220886215286
1.75390625,54,-60.905205598520666
2.00390625,54,-61.908395498526346
2.25390625,54,-62.853302265991545
2.50390625,54,-63.749171111788826
2.75390625,54,-64.60352708047877
3.00390625,54,-65.42259112753919
3.25390625,54,-66.21159109934815
3.50390625,54,-66.97499578027382
0.00390625,56,-67.7166930753271
0.25390625,56,-68.44012762385229
0.50390625,56,-69.14840910147375
0.75390625,56,-69.84439944138049
1.00390625,56,-70.53078508045992
1.25390625,56,-71.21013890041606
1.50390625,56,-71.88497545993815
1.75390625,56,-72.5578025098561
2.00390625,56,-73.2311713365306
2.25390625,56,-73.90772837785997
2.50390625,56,-74.59027041242972
2.75390625,56,-75.28180594340932
3.00390625,56,-75.98562557038387
3.25390625,56,-76.70538460609005
3.50390625,56,-77.4452016656839
0.00390625,58,-78.20977715622705
0.25390625,58,-79.00453536361314
0.50390625,58,-79.83579124708741
0.75390625,58,-80.71093615996699
1.00390625,58,-81.63861696789569
1.25390625,58,-82.62883415503465
1.50390625,58,-83.69276126732095
1.75390625,58,-84.84178256903374
2.00390625,58,-86.08448650629201
2.25390625,58,-87.41853731972972
2.50390625,58,-88.81057251117683
2.75390625,58,-90.15330229155224
3.00390625,58,-91.20601217646433
3.25390625,58,-43.424511110869155
3.50390625,58,-41.626191721552416
0.00390625,60,-37.80095418600909
0.25390625,60,-33.26907668333019
0.50390625,60,-28.09205862426667
0.75390625,60,-21.916994079589216
1.00390625,60,-14.145629809326401
1.25390625,60,-3.982584963878828
1.50390625,60,8.74479214546291
1.75390625,60,21.73267267593225
2.00390625,60,29.379519129515966
2.25390625,60,26.72133945380612
2.50390625,60,14.576338492720822
2.75390625,60,1.206855927446748
3.00390625,60,-9.82405221480236
3.25390625,60,-18.03091941910652
3.50390625,60,-24.218549317670654
0.00390625,62,-29.103013999242037
0.25390625,62,-33.12044545724447
0.50390625,62,-36.530295578006246
0.75390625,62,-39.49426899782277
1.00390625,62,-42.11857991668455
1.25390625,62,-44.4762855821628
1.50390625,62,-46.61961634329317
1.75390625,62,-48.587134427607275
2.00390625,62,-50.4080883611046
2.25390625,62,-52.10517233711915
2.50390625,62,-53.69633818312035
2.75390625,62,-55.196022538864895
3.00390625,62,-56.61600057380205
3.25390625,62,-57.965993897044626
3.50390625,62,-59.254112255345106
0.00390625,64,-60.487180075088666
0.25390625,64,-61.670981428886236
0.50390625,64,-62.81044602303481
0.75390625,64,-63.90979169936391
1.00390625,64,-64.97263424703117
1.25390625,64,-66.00207223973959
1.50390625,64,-67.00075231519223
1.75390625,64,-67.97091895980779
2.00390625,64,-68.9144516703972
2.25390625,64,-69.83289163106494
2.50390625,64,-70.72745958603358
2.75390625,64,-71.59906604274934
3.00390625,64,-72.44831481406149
3.25390625,64,-73.27550078906846
3.50390625,64,-74.08060260782203
0.00390625,66,-74.86327118145368
0.25390625,66,-75.62281501653037
0.50390625,66,-76.3581837122302
0.75390625,66,-77.06795123343426
1.00390625,66,-77.75030134743082
1.25390625,66,-78.40301796809624
1.50390625,66,-79.023484073084
1.75390625,66,-79.60869338795197
2.00390625,66,-80.15527953800544
2.25390625,66,-80.6595674812529
2.50390625,66,-81.11765132992684
2.75390625,66,-81.52550130384923
3.00390625,66,-81.87909977317193
3.25390625,66,-82.17460254919675
3.50390625,66,-82.408517188714
0.00390625,68,-82.57788504576308
0.25390625,68,-82.68045060576435
0.50390625,68,-47.94651199059207
0.75390625,68,-44.82953816467432
1.00390625,68,-40.15234217096369
1.25390625,68,-35.805715734919474
1.50390625,68,-31.485634415390496
1.75390625,68,-26.807922326355893
2.00390625,68,-21.365949182377456
2.25390625,68,-14.602219266890557
2.50390625,68,-5.708625834922221
2.75390625,68,5.889549566609519
3.00390625,68,18.783039485476955
3.25390625,68,28.601487340950392
3.50390625,68,28.18521528318732
0.00390625,70,17.627335799245433
0.25390625,70,4.687367068012067
0.50390625,70,-6.591254969764715
0.75390625,70,-15.116640465514042
1.00390625,70,-21.54190444388284
1.25390625,70,-26.616123290934706
1.50390625,70,-30.80269997571483
1.75390625,70,-34.37149401553445
2.00390625,70,-37.48751486959641
2.25390625,70,-40.25797051023386
2.50390625,70,-42.756305205442786
2.75390625,70,-45.03506684429964
3.00390625,70,-47.133206230853055
3.25390625,70,-49.08044682744052
3.50390625,70,-50.90002615246328
0.00390625,72,-52.6104859951057
0.25390625,72,-54.226882271955894
0.50390625,72,-55.761627101556215
0.75390625,72,-57.22508995080975
1.00390625,72,-58.62603629436834
1.25390625,72,-59.97195381735685
1.50390625,72,-61.26929892854512
1.75390625,72,-62.52368558437866
2.00390625,72,-63.74003149929165
2.25390625,72,-64.92267215138831
2.50390625,72,-66.07545006231821
2.75390625,72,-67.20178444813197
3.00390625,72,-68.30472504011526
3.25390625,72,-69.38699251220142
3.50390625,72,-70.45100724775837
0.00390625,74,-71.49890736065862
0.25390625,74,-72.53255622687934
0.50390625,74,-73.5535393550931
0.75390625,74,-74.56314951110657
1.00390625,74,-75.5623586605368
1.25390625,74,-76.55177424821139
1.50390625,74,-77.53157648784655
1.75390625,74,-78.50143233376446
2.00390625,74,-79.46038024554942
2.25390625,74,-80.40667905435637
2.50390625,74,-81.33761280613078
2.75390625,74,-82.24924423355381
3.00390625,74,-83.13611256339718
3.25390625,74,-83.99088124649748
3.50390625,74,-84.803961700216007
0.00390625,76,-85.56317861935472
0.25390625,76,-86.25360256411221
0.50390625,76,-86.85775088012099
0.75390625,76,-87.35641083873264
1.00390625,76,-87.73029288931554
1.25390625,76,-87.9624894446579
1.50390625,76,-50.74613709149672
1.75390625,76,-48.14077038926672
2.00390625,76,-43.96815919013206
2.25390625,76,-40.073081225206465
2.50390625,76,-36.31783491410017
2.75390625,76,-32.42068345089308
3.00390625,76,-28.1071437825003
3.25390625,76,-23.049891146299167
3.50390625,76,-16.7672489931155
0.00390625,78,-8.5069288560421
0.25390625,78,2.5229697464216287
0.50390625,78,15.692740222389933
0.75390625,78,27.326240922119606
1.00390625,78,29.147051019526376
1.25390625,78,20.668384977958247
1.50390625,78,7.738666674787098
1.75390625,78,-4.527154868748831
2.00390625,78,-14.124729199940514
2.25390625,78,-21.373343328165753
2.50390625,78,-27.05812309489106
2.75390625,78,-31.718462019465083
3.00390625,78,-35.67415518758273
3.25390625,78,-39.11995923427951
3.50390625,78,-42.18126292038213
0.00390625,80,-44.94317495825779
0.25390625,80,-47.46612712209783
0.50390625,80,-49.794684647901384
0.75390625,80,-51.962783897321884
1.00390625,80,-53.99699414325535
1.25390625,80,-55.918634027996326
1.50390625,80,-57.74519604294397
1.75390625,80,-59.491337824196165
2.00390625,80,-61.16959421098808
2.25390625,80,-62.7909051773515
2.50390625,80,-64.36502071572195
2.75390625,80,-65.90082341300278
3.00390625,80,-67.40659736817534
3.25390625,80,-68.89026479246327
3.50390625,80,-70.35960786849675
0.00390625,82,-71.82249180747239
0.25390625,82,-73.28710608614405
0.50390625,82,-74.76224364091401
0.75390625,82,-76.257644637906
1.00390625,82,-77.7844414767465
1.25390625,82,-79.35576061859234
1.50390625,82,-80.98756459659617
1.75390625,82,-82.69986335815155
2.00390625,82,-84.51848640551916
2.25390625,82,-86.4776625233022
2.50390625,82,-88.62352290037143
2.75390625,82,-91.01736994069108
3.00390625,82,-93.73008956208952
3.25390625,82,-96.77879566188174
3.50390625,82,-99.78387822743278
0.00390625,84,-101.22244466362926
0.25390625,84,-100.18203169237103
0.50390625,84,-98.31036679196905
0.75390625,84,-96.64814626164281
1.00390625,84,-95.349319843026
1.25390625,84,-94.36513038658
1.50390625,84,-93.63266869189152
1.75390625,84,-93.10405386022973
2.00390625,84,-92.74666528479953
2.25390625,84,-92.53980919165647
2.50390625,84,-54.23244710927578
2.75390625,84,-53.0329197062164
3.00390625,84,-50.38344653119029
3.25390625,84,-47.32530909125803
3.50390625,84,-44.11186421044859
0.00390625,86,-40.681027531767114
0.25390625,86,-36.879065743730976
0.50390625,86,-32.49622408923293
0.75390625,86,-27.240782254794148
1.00390625,86,-20.675614321839824
1.25390625,86,-12.132848811361248
1.50390625,86,-0.8554140133881917
1.75390625,86,12.804739769991214
2.00390625,86,25.54326370022764
2.25390625,86,29.61784781574326
2.50390625,86,23.394448082000178
2.75390625,86,10.357460691013276
3.00390625,86,-3.030961429704042
3.25390625,86,-14.04810786905891
3.50390625,86,-22.620374654814462
0.00390625,88,-29.478011235019437
0.25390625,88,-35.19615960066959
0.50390625,88,-40.1299351365364
0.75390625,88,-44.498658722081395
1.00390625,88,-48.44255440657085
1.25390625,88,-52.052401231626114
1.50390625,88,-55.384176340831914
1.75390625,88,-58.46558023550049
2.00390625,88,-61.298549240078
2.25390625,88,-63.86172517553101
2.50390625,88,-66.11798940839861
2.75390625,88,-68.03115913098203
3.00390625,88,-69.58838247877858
3.25390625,88,-70.81446915490032
3.50390625,88,-71.7665933234777
0.00390625,90,-72.51473715230695
0.25390625,90,-73.12322131751036
0.50390625,90,-73.64183945902978
0.75390625,90,-74.10520649872113
1.00390625,90,-74.53579612440903
1.25390625,90,-74.94754452831593
1.50390625,90,-75.34878117660756
1.75390625,90,-75.74428434036216
2.00390625,90,-76.13662040671866
2.25390625,90,-76.52698190514991
2.50390625,90,-76.91569810796808
2.75390625,90,-77.3025384779822
3.00390625,90,-77.6868870003754
3.25390625,90,-78.06783624615488
3.50390625,90,-78.44423156316309
0.00390625,92,-78.81468451243313
0.25390625,92,-79.17756800934161
0.50390625,92,-79.5310021820275
0.75390625,92,-79.8728376883569
1.00390625,92,-80.20064334404638
1.25390625,92,-80.51170425498206
1.50390625,92,-80.80303754977095
1.75390625,92,-81.071432374845
2.00390625,92,-81.31352028042247
2.25390625,92,-81.5258794511552
2.50390625,92,-81.70517255191993
2.75390625,92,-81.84831211691056
3.00390625,92,-81.95264051163143
3.25390625,92,-82.0161054462859
3.50390625,92,-59.960987771917964
0.00390625,94,-59.15259528708826
0.25390625,94,-57.09716591405281
0.50390625,94,-54.36538358794449
0.75390625,94,-51.24537992994355
1.00390625,94,-47.80443562163156
1.25390625,94,-44.009034736186095
1.50390625,94,-39.77159496518596
1.75390625,94,-34.952248106281154
2.00390625,94,-29.33313370498549
2.25390625,94,-22.56222044595588
2.50390625,94,-14.068520791347899
2.75390625,94,-3.1227426057776397
3.00390625,94,10.21555294883806
3.25390625,94,23.253580702465293
3.50390625,94,29.6045059846192
0.00390625,96,25.656020707904904
0.25390625,96,12.95646460380031
0.50390625,96,-0.6826616091054436
0.75390625,96,-11.918318291931097
1.00390625,96,-20.375587400220475
1.25390625,96,-26.80641283195235
1.50390625,96,-31.872694339853624
1.75390625,96,-35.997023627861196
2.00390625,96,-39.44643987938757
2.25390625,96,-42.39634181653855
2.50390625,96,-44.96627773690644
2.75390625,96,-47.240245050771826
3.00390625,96,-49.27881004966202
3.25390625,96,-51.12666529838489
3.50390625,96,-52.81749689322446
0.00390625,98,-54.37719916287128
0.25390625,98,-55.826043828828205
0.50390625,98,-57.18017237182168
0.75390625,98,-58.45264162524597
1.00390625,98,-59.65416911483857
1.25390625,98,-60.79367314864311
1.50390625,98,-61.878670267169504
1.75390625,98,-62.915571932556716
2.00390625,98,-63.90990890778167
2.25390625,98,-64.86650276249235
2.50390625,98,-65.78959813860075
2.75390625,98,-66.68296503762545
3.00390625,98,-67.54997773846151
3.25390625,98,-68.39367452659876
3.50390625,98,-69.21680102757045
0.00390625,100,-70.02183823307459
0.25390625,100,-70.81101511551839
0.50390625,100,-71.58630437013024
0.75390625,100,-72.34939792084802
1.00390625,100,-73.10165722060346
1.25390625,100,-73.84403064362174
1.50390625,100,-74.57692765287928
1.75390625,100,-75.30003623367675
2.00390625,100,-76.01206723502304
2.25390625,100,-76.71041038270462
2.50390625,100,-77.3906909620158
2.75390625,100,-78.0462387386981
3.00390625,100,-78.66752278490283
3.25390625,100,-79.24168766260996
3.50390625,100,-79.7524419155642
0.00390625,102,-80.18066457924307
0.25390625,102,-80.5060987048585
0.50390625,102,-80.71023531505459
0.75390625,102,-50.25480094245529
1.00390625,102,-49.99230938964629
1.25390625,102,-49.21786824050544
1.50390625,102,-47.9650494042717
1.75390625,102,-46.27465246852293
2.00390625,102,-44.18015676321404
2.25390625,102,-41.696202093030415
2.50390625,102,-38.81007279768844
2.75390625,102,-35.47310721822009
3.00390625,102,-31.587031255076493
3.25390625,102,-26.977326393255943
3.50390625,102,-21.33989787624732
0.00390625,104,-14.14780410991879
0.25390625,104,-4.62062454444272
0.50390625,104,7.581979344153989
0.75390625,104,20.505213218189724
1.00390625,104,29.10630747911209
1.25390625,104,27.410849497492627
1.50390625,104,15.861709286478012
1.75390625,104,2.7191161654098854
2.00390625,104,-8.309928587238517
2.25390625,104,-16.55082646385113
2.50390625,104,-22.768844472745286
2.75390625,104,-27.689654638391627
3.00390625,104,-31.752228049970057
3.25390625,104,-35.21357492989875
3.50390625,104,-38.23203765048043
0.00390625,106,-40.91101796530932
0.25390625,106,-43.32154646329237
0.50390625,106,-45.51450562769264
0.75390625,106,-47.52763020133716
1.00390625,106,-49.38972799316454
1.25390625,106,-51.12334160290754
1.50390625,106,-52.746493369450576
1.75390625,106,-54.273868518438476
2.00390625,106,-55.71764155302533
2.25390625,106,-57.08806905515007
2.50390625,106,-58.39392549605306
2.75390625,106,-59.642831265179154
3.00390625,106,-60.841505481127484
3.25390625,106,-61.99596572530461
3.50390625,106,-63.11169031507431
0.00390625,108,-64.193754398205
0.25390625,108,-65.24694863249627
0.50390625,108,-66.27588727991923
0.75390625,108,-67.28511206358229
1.00390625,108,-68.2791975969759
1.25390625,108,-69.26286488772388
1.50390625,108,-70.24111053491411
1.75390625,108,-71.21936167536039
2.00390625,108,-72.2036703267894
2.25390625,108,-73.20096749680523
2.50390625,108,-74.21940765590298
2.75390625,108,-75.2688526206642
3.00390625,108,-76.36157518343963
3.25390625,108,-77.51332147069678
3.50390625,108,-78.74498304375572
0.00390625,110,-80.08535819096821
